top-level_category,second-level_category,date,residual
Women Clothes,Jeans,2023-12-01,62099.90142898087
Women Clothes,Jeans,2024-01-01,-24541.607527886925
Women Clothes,Jeans,2024-02-01,-40587.16148489859
Women Clothes,Jeans,2024-03-01,-183599.6305466387
Women Clothes,Jeans,2024-04-01,-146929.18437070603
Women Clothes,Jeans,2024-05-01,59911.81583134501
Women Clothes,Jeans,2024-06-01,164872.0470550126
Women Clothes,Jeans,2024-07-01,-155627.24457029055
Women Clothes,Jeans,2024-08-01,-115585.01635282318
Women Clothes,Jeans,2024-09-01,-41055.41028928544
Women Clothes,Jeans,2024-10-01,31542.96447678836
Women Clothes,Jeans,2024-11-01,28227.810445664392
Women Clothes,Jeans,2024-12-01,-10080.829607819584
Women Clothes,Jeans,2025-01-01,-24110.834158372105
Women Clothes,Jeans,2025-02-01,-7517.443402389501
Women Clothes,Jeans,2025-03-01,-18015.704102280433
Women Clothes,Jeans,2025-04-01,-33192.67438806973
Women Clothes,Jeans,2025-05-01,-13613.349990793213
Women Clothes,Jeans,2025-06-01,-19720.041840590857
Women Clothes,Jeans,2025-07-01,-13018.728120005922
Women Clothes,Jeans,2025-08-01,88458.53507154853
Women Clothes,Jeans,2025-09-01,6845.1141245065955
Women Clothes,Jeans,2025-10-01,129614.02408882296
Women Clothes,Jeans,2025-11-01,-53285.29439497867
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-03-01,41246.0
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-04-01,18641.191629625115
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-05-01,30782.57936194913
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-06-01,30076.866966726317
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-07-01,24455.009257682897
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-08-01,11459.121520514727
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-09-01,-6735.631749374363
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-10-01,-12289.909609227088
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-11-01,-21454.959777235912
Women Clothes,"Jumpsuits, Playsuits & Overalls",2022-12-01,2777.9876360822163
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-01-01,-7803.826074209814
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-02-01,-13515.32977628776
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-03-01,-5713.505351434273
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-04-01,-673.1307023863301
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-05-01,10103.180476767062
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-06-01,3305.230737250051
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-07-01,-1889.9387133020648
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-08-01,-25318.93752871317
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-09-01,-40158.6510774535
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-10-01,-35532.50544736487
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-11-01,-25571.500353566596
Women Clothes,"Jumpsuits, Playsuits & Overalls",2023-12-01,5794.36942954798
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-01-01,-14185.21239442454
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-02-01,-24130.532111195753
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-03-01,-50877.14638516909
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-04-01,-60378.13567655817
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-05-01,-34204.21586775471
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-06-01,-765.0496446775651
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-07-01,-36067.9423638928
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-08-01,-37803.53714482325
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-09-01,-16421.278186446536
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-10-01,-4201.671756816377
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-11-01,11255.337945213569
Women Clothes,"Jumpsuits, Playsuits & Overalls",2024-12-01,-10149.28731047476
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-01-01,-7693.692597024881
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-02-01,-2891.40088008619
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-03-01,-34082.712241227
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-04-01,-20845.591609005227
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-05-01,-19713.04062600653
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-06-01,-786.7593965044871
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-07-01,-30360.672900804864
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-08-01,127689.8825050144
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-09-01,3679.362307915668
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-10-01,-23703.349187806853
Women Clothes,"Jumpsuits, Playsuits & Overalls",2025-11-01,-23503.107565803643
Women Clothes,Lingerie & Underwear,2022-03-01,2151417.0
Women Clothes,Lingerie & Underwear,2022-04-01,179559.90496610757
Women Clothes,Lingerie & Underwear,2022-05-01,437564.5420352153
Women Clothes,Lingerie & Underwear,2022-06-01,338169.6852448392
Women Clothes,Lingerie & Underwear,2022-07-01,74884.34830294806
Women Clothes,Lingerie & Underwear,2022-08-01,-163152.56360591762
Women Clothes,Lingerie & Underwear,2022-09-01,-1126762.0000767298
Women Clothes,Lingerie & Underwear,2022-10-01,-1741023.8770700386
Women Clothes,Lingerie & Underwear,2022-11-01,-1944505.6518100612
Women Clothes,Lingerie & Underwear,2022-12-01,-456059.95293031586
Women Clothes,Lingerie & Underwear,2023-01-01,-37886.71240393212
Women Clothes,Lingerie & Underwear,2023-02-01,-380017.544216539
Women Clothes,Lingerie & Underwear,2023-03-01,-478201.2487107352
Women Clothes,Lingerie & Underwear,2023-04-01,-451459.4008962563
Women Clothes,Lingerie & Underwear,2023-05-01,-94743.77675836813
Women Clothes,Lingerie & Underwear,2023-06-01,851.8299103146419
Women Clothes,Lingerie & Underwear,2023-07-01,-61133.36611055024
Women Clothes,Lingerie & Underwear,2023-08-01,-533.003823151812
Women Clothes,Lingerie & Underwear,2023-09-01,-450157.2390088937
Women Clothes,Lingerie & Underwear,2023-10-01,-542866.6120874924
Women Clothes,Lingerie & Underwear,2023-11-01,-187014.2474226132
Women Clothes,Lingerie & Underwear,2023-12-01,315399.5539911417
Women Clothes,Lingerie & Underwear,2024-01-01,361829.4841208416
Women Clothes,Lingerie & Underwear,2024-02-01,-170915.04485213105
Women Clothes,Lingerie & Underwear,2024-03-01,-2772450.509103097
Women Clothes,Lingerie & Underwear,2024-04-01,-2208420.619175737
Women Clothes,Lingerie & Underwear,2024-05-01,-1691717.3281977167
Women Clothes,Lingerie & Underwear,2024-06-01,2212443.147858902
Women Clothes,Lingerie & Underwear,2024-07-01,-1393063.9971953155
Women Clothes,Lingerie & Underwear,2024-08-01,-1980250.6579551976
Women Clothes,Lingerie & Underwear,2024-09-01,5623241.55353015
Women Clothes,Lingerie & Underwear,2024-10-01,668802.1368309511
Women Clothes,Lingerie & Underwear,2024-11-01,905709.5048776306
Women Clothes,Lingerie & Underwear,2024-12-01,-1158612.7111289888
Women Clothes,Lingerie & Underwear,2025-01-01,-1918530.7064785063
Women Clothes,Lingerie & Underwear,2025-02-01,-1825319.6217973195
Women Clothes,Lingerie & Underwear,2025-03-01,-1400968.2172120726
Women Clothes,Lingerie & Underwear,2025-04-01,-336325.38170233835
Women Clothes,Lingerie & Underwear,2025-05-01,-1198066.8542586267
Women Clothes,Lingerie & Underwear,2025-06-01,-1233884.3931244388
Women Clothes,Lingerie & Underwear,2025-07-01,-1838619.593060349
Women Clothes,Lingerie & Underwear,2025-08-01,819374.5146189369
Women Clothes,Lingerie & Underwear,2025-09-01,-311143.60226654913
Women Clothes,Lingerie & Underwear,2025-10-01,9481.875586300155
Women Clothes,Lingerie & Underwear,2025-11-01,-939364.2380835856
Women Clothes,Maternity Wear,2022-03-01,38836.0
Women Clothes,Maternity Wear,2022-04-01,-2773.490036581002
Women Clothes,Maternity Wear,2022-05-01,5909.170272977426
Women Clothes,Maternity Wear,2022-06-01,269.4308667525911
Women Clothes,Maternity Wear,2022-07-01,-1921.2336307860387
Women Clothes,Maternity Wear,2022-08-01,-593.2330476443894
Women Clothes,Maternity Wear,2022-09-01,-9371.86271940702
Women Clothes,Maternity Wear,2022-10-01,-23291.463990103533
Women Clothes,Maternity Wear,2022-11-01,-38497.376557803786
Women Clothes,Maternity Wear,2022-12-01,-12371.713738482533
Women Clothes,Maternity Wear,2023-01-01,-4146.103796341187
Women Clothes,Maternity Wear,2023-02-01,-10880.574234702071
Women Clothes,Maternity Wear,2023-03-01,25448.045760398956
Women Clothes,Maternity Wear,2023-04-01,3811.159236835825
Women Clothes,Maternity Wear,2023-05-01,4084.9552490269343
Women Clothes,Maternity Wear,2023-06-01,2409.134930324857
Women Clothes,Maternity Wear,2023-07-01,-527.6655823032997
Women Clothes,Maternity Wear,2023-08-01,-2195.7249488608504
Women Clothes,Maternity Wear,2023-09-01,-7037.525170451212
Women Clothes,Maternity Wear,2023-10-01,-13860.577027832842
Women Clothes,Maternity Wear,2023-11-01,-15196.55200232062
Women Clothes,Maternity Wear,2023-12-01,-24544.181571548423
Women Clothes,Maternity Wear,2024-01-01,-23017.859519065067
Women Clothes,Maternity Wear,2024-02-01,-29128.28315759093
Women Clothes,Maternity Wear,2024-03-01,-109783.20267633234
Women Clothes,Maternity Wear,2024-04-01,-102071.22019894332
Women Clothes,Maternity Wear,2024-05-01,-39521.08843426625
Women Clothes,Maternity Wear,2024-06-01,115527.54299759604
Women Clothes,Maternity Wear,2024-07-01,-92513.7472971263
Women Clothes,Maternity Wear,2024-08-01,-115713.32316744342
Women Clothes,Maternity Wear,2024-09-01,787632.7400332324
Women Clothes,Maternity Wear,2024-10-01,42442.19583760644
Women Clothes,Maternity Wear,2024-11-01,13535.689240987242
Women Clothes,Maternity Wear,2024-12-01,-63349.49749840965
Women Clothes,Maternity Wear,2025-01-01,-81942.91163409885
Women Clothes,Maternity Wear,2025-02-01,-72736.46957682322
Women Clothes,Maternity Wear,2025-03-01,-32426.3949600642
Women Clothes,Maternity Wear,2025-04-01,8313.241028357645
Women Clothes,Maternity Wear,2025-05-01,42376.034814071696
Women Clothes,Maternity Wear,2025-06-01,-11691.340701716894
Women Clothes,Maternity Wear,2025-07-01,22018.59228620172
Women Clothes,Maternity Wear,2025-08-01,57739.55771094723
Women Clothes,Maternity Wear,2025-09-01,-16243.285124540213
Women Clothes,Maternity Wear,2025-10-01,23719.160288369865
Women Clothes,Maternity Wear,2025-11-01,-66541.67322914241
Women Clothes,Others,2022-03-01,1869.0
Women Clothes,Others,2022-04-01,4121.781802410512
Women Clothes,Others,2022-05-01,1263.8037321631004
Women Clothes,Others,2022-06-01,1464.9669078195566
Women Clothes,Others,2022-07-01,4028.45355745251
Women Clothes,Others,2022-08-01,5582.732313126087
Women Clothes,Others,2022-09-01,1204.134439282122
Women Clothes,Others,2022-10-01,-3416.5740266465527
Women Clothes,Others,2022-11-01,-4289.522324464215
Women Clothes,Others,2022-12-01,1832.553730617471
Women Clothes,Others,2023-01-01,4509.404003260685
Women Clothes,Others,2023-02-01,5135.244109729607
Women Clothes,Others,2023-03-01,63983.17162000055
Women Clothes,Others,2023-04-01,5977.779802208417
Women Clothes,Others,2023-05-01,-8403.868224834205
Women Clothes,Others,2023-06-01,-13575.469128043427
Women Clothes,Others,2023-07-01,-3060.077602473746
Women Clothes,Others,2023-08-01,1076.122776872424
Women Clothes,Others,2023-09-01,643.5701294921382
Women Clothes,Others,2023-10-01,-6084.261575660668
Women Clothes,Others,2023-11-01,-8162.891918366011
Women Clothes,Others,2023-12-01,-3593.2584862873846
Women Clothes,Others,2024-01-01,-6775.354389589233
Women Clothes,Others,2024-02-01,-3079.4476668778752
Women Clothes,Others,2024-03-01,13685.77738768037
Women Clothes,Others,2024-04-01,-5988.751054209046
Women Clothes,Others,2024-05-01,-1170.9301884989036
Women Clothes,Others,2024-06-01,16994.661695551575
Women Clothes,Others,2024-07-01,-8399.343704903305
Women Clothes,Others,2024-08-01,-6615.881706648677
Women Clothes,Others,2024-09-01,70.6937076882532
Women Clothes,Others,2024-10-01,-4196.602654614082
Women Clothes,Others,2024-11-01,-11505.01574425124
Women Clothes,Others,2024-12-01,71.73912828931316
Women Clothes,Others,2025-01-01,2135.876724991904
Women Clothes,Others,2025-02-01,2091.1625358821
Women Clothes,Others,2025-03-01,-855.1900866154756
Women Clothes,Others,2025-04-01,-2026.3376241755104
Women Clothes,Others,2025-05-01,-693.7562538654129
Women Clothes,Others,2025-06-01,459.7733151419452
Women Clothes,Others,2025-07-01,-5392.950359851424
Women Clothes,Others,2025-08-01,-5541.133031747719
Women Clothes,Others,2025-09-01,-3878.338680517693
Women Clothes,Others,2025-10-01,4441.402391984982
Women Clothes,Others,2025-11-01,-1271.4070190491257
Women Clothes,Pants & Leggings,2022-03-01,471817.0
Women Clothes,Pants & Leggings,2022-04-01,47465.87081344344
Women Clothes,Pants & Leggings,2022-05-01,88345.47855749296
Women Clothes,Pants & Leggings,2022-06-01,40344.389158681675
Women Clothes,Pants & Leggings,2022-07-01,-38492.19869169948
Women Clothes,Pants & Leggings,2022-08-01,-65020.336139269406
Women Clothes,Pants & Leggings,2022-09-01,-204368.66999820364
Women Clothes,Pants & Leggings,2022-10-01,-313259.5638856819
Women Clothes,Pants & Leggings,2022-11-01,-409458.7761651459
Women Clothes,Pants & Leggings,2022-12-01,-21649.0647983207
Women Clothes,Pants & Leggings,2023-01-01,21722.32846401556
Women Clothes,Pants & Leggings,2023-02-01,-93131.43713769328
Women Clothes,Pants & Leggings,2023-03-01,-71371.84183237219
Women Clothes,Pants & Leggings,2023-04-01,-203380.0456092081
Women Clothes,Pants & Leggings,2023-05-01,-222649.53879307737
Women Clothes,Pants & Leggings,2023-06-01,-169884.1931636806
Women Clothes,Pants & Leggings,2023-07-01,-159123.13061349647
Women Clothes,Pants & Leggings,2023-08-01,-144518.35798305
Women Clothes,Pants & Leggings,2023-09-01,-67998.5814692186
Women Clothes,Pants & Leggings,2023-10-01,-86658.03577982378
Women Clothes,Pants & Leggings,2023-11-01,22160.285974583123
Women Clothes,Pants & Leggings,2023-12-01,403211.32145240594
Women Clothes,Pants & Leggings,2024-01-01,275384.8599972965
Women Clothes,Pants & Leggings,2024-02-01,63454.67865520407
Women Clothes,Pants & Leggings,2024-03-01,-476211.1754176771
Women Clothes,Pants & Leggings,2024-04-01,-421505.4518299089
Women Clothes,Pants & Leggings,2024-05-01,-16682.140124771046
Women Clothes,Pants & Leggings,2024-06-01,809451.4810114005
Women Clothes,Pants & Leggings,2024-07-01,-91371.22076321904
Women Clothes,Pants & Leggings,2024-08-01,-224762.31892849063
Women Clothes,Pants & Leggings,2024-09-01,-79549.85131684795
Women Clothes,Pants & Leggings,2024-10-01,68817.1358494471
Women Clothes,Pants & Leggings,2024-11-01,166676.6102857177
Women Clothes,Pants & Leggings,2024-12-01,-7922.781183866085
Women Clothes,Pants & Leggings,2025-01-01,-92817.53134418686
Women Clothes,Pants & Leggings,2025-02-01,-115031.43452241377
Women Clothes,Pants & Leggings,2025-03-01,-347766.53914282774
Women Clothes,Pants & Leggings,2025-04-01,-141189.97484663618
Women Clothes,Pants & Leggings,2025-05-01,-126067.04955369727
Women Clothes,Pants & Leggings,2025-06-01,-37656.95156572934
Women Clothes,Pants & Leggings,2025-07-01,-154585.15346170263
Women Clothes,Pants & Leggings,2025-08-01,208799.59346124413
Women Clothes,Pants & Leggings,2025-09-01,-361190.15826167655
Women Clothes,Pants & Leggings,2025-10-01,-1394.9493014821785
Women Clothes,Pants & Leggings,2025-11-01,-460712.6442526792
Women Clothes,Sets,2022-03-01,110803.0
Women Clothes,Sets,2022-04-01,-364.0155304385844
Women Clothes,Sets,2022-05-01,23246.869766153075
Women Clothes,Sets,2022-06-01,-7650.930319866486
Women Clothes,Sets,2022-07-01,-20164.79605695595
Women Clothes,Sets,2022-08-01,-37653.107589098974
Women Clothes,Sets,2022-09-01,-69722.89883651835
Women Clothes,Sets,2022-10-01,-48845.136915144336
Women Clothes,Sets,2022-11-01,-58978.97628826677
Women Clothes,Sets,2022-12-01,98231.54391006824
Women Clothes,Sets,2023-01-01,-50327.26202965698
Women Clothes,Sets,2023-02-01,-67754.49254540387
Women Clothes,Sets,2023-03-01,110614.23773644716
Women Clothes,Sets,2023-04-01,-116115.61548950052
Women Clothes,Sets,2023-05-01,-63827.99735421105
Women Clothes,Sets,2023-06-01,-50147.71045069763
Women Clothes,Sets,2023-07-01,-44247.92506369634
Women Clothes,Sets,2023-08-01,-44051.78025646374
Women Clothes,Sets,2023-09-01,-34520.40881937047
Women Clothes,Sets,2023-10-01,-330.19515517767286
Women Clothes,Sets,2023-11-01,57256.37888047303
Women Clothes,Sets,2023-12-01,135243.40907933263
Women Clothes,Sets,2024-01-01,-27798.778672428307
Women Clothes,Sets,2024-02-01,-10288.133950281976
Women Clothes,Sets,2024-03-01,-126679.2690037986
Women Clothes,Sets,2024-04-01,-19935.674920373214
Women Clothes,Sets,2024-05-01,117326.02255942568
Women Clothes,Sets,2024-06-01,299540.62020986143
Women Clothes,Sets,2024-07-01,-173844.3996549467
Women Clothes,Sets,2024-08-01,-80506.44594264938
Women Clothes,Sets,2024-09-01,-54622.60592226662
Women Clothes,Sets,2024-10-01,-23013.054320099793
Women Clothes,Sets,2024-11-01,-16514.90738302187
Women Clothes,Sets,2024-12-01,74634.975394107
Women Clothes,Sets,2025-01-01,-19315.721851796498
Women Clothes,Sets,2025-02-01,-41176.36573011681
Women Clothes,Sets,2025-03-01,-202381.60470077183
Women Clothes,Sets,2025-04-01,28668.046405223984
Women Clothes,Sets,2025-05-01,-42037.15214905684
Women Clothes,Sets,2025-06-01,-118449.35603547464
Women Clothes,Sets,2025-07-01,-39123.24369507335
Women Clothes,Sets,2025-08-01,-17274.296123765787
Women Clothes,Sets,2025-09-01,40903.46967514818
Women Clothes,Sets,2025-10-01,34554.0411598998
Women Clothes,Sets,2025-11-01,-136280.30688317557
Women Clothes,Shorts,2022-03-01,729680.0
Women Clothes,Shorts,2022-04-01,28578.139945516596
Women Clothes,Shorts,2022-05-01,73011.04972908564
Women Clothes,Shorts,2022-06-01,-6611.170966511476
Women Clothes,Shorts,2022-07-01,-87718.65591182362
Women Clothes,Shorts,2022-08-01,-199904.63097727252
Women Clothes,Shorts,2022-09-01,-459236.02929035947
Women Clothes,Shorts,2022-10-01,-471058.3134725061
Women Clothes,Shorts,2022-11-01,-540027.8341953678
Women Clothes,Shorts,2022-12-01,-164729.4639291513
Women Clothes,Shorts,2023-01-01,-136532.67156516912
Women Clothes,Shorts,2023-02-01,-203463.7282629821
Women Clothes,Shorts,2023-03-01,124818.89545295842
Women Clothes,Shorts,2023-04-01,-241427.79852236237
Women Clothes,Shorts,2023-05-01,-161417.610493029
Women Clothes,Shorts,2023-06-01,-115744.86178180273
Women Clothes,Shorts,2023-07-01,-55993.73098443786
Women Clothes,Shorts,2023-08-01,16482.99840277282
Women Clothes,Shorts,2023-09-01,-3881.9927470723633
Women Clothes,Shorts,2023-10-01,-5726.777655378915
Women Clothes,Shorts,2023-11-01,166929.41854253353
Women Clothes,Shorts,2023-12-01,161078.72432512947
Women Clothes,Shorts,2024-01-01,130287.80180248758
Women Clothes,Shorts,2024-02-01,-59986.296467445325
Women Clothes,Shorts,2024-03-01,-858507.3494762317
Women Clothes,Shorts,2024-04-01,-505151.23049673776
Women Clothes,Shorts,2024-05-01,16797.2911797025
Women Clothes,Shorts,2024-06-01,1305224.912435461
Women Clothes,Shorts,2024-07-01,-464115.7149399754
Women Clothes,Shorts,2024-08-01,-401260.5228929651
Women Clothes,Shorts,2024-09-01,-152422.10005357623
Women Clothes,Shorts,2024-10-01,-43885.912282994774
Women Clothes,Shorts,2024-11-01,63396.29653818891
Women Clothes,Shorts,2024-12-01,-252093.53144018023
Women Clothes,Shorts,2025-01-01,-133072.8123978763
Women Clothes,Shorts,2025-02-01,-109868.60774115124
Women Clothes,Shorts,2025-03-01,-391535.721024483
Women Clothes,Shorts,2025-04-01,-35589.021539772046
Women Clothes,Shorts,2025-05-01,-9282.326213828635
Women Clothes,Shorts,2025-06-01,-183529.5140227829
Women Clothes,Shorts,2025-07-01,-109891.68253899296
Women Clothes,Shorts,2025-08-01,-862.4447775860899
Women Clothes,Shorts,2025-09-01,-227536.1949430277
Women Clothes,Shorts,2025-10-01,-203176.0056054648
Women Clothes,Shorts,2025-11-01,-425847.8116264387
Women Clothes,Skirts,2022-03-01,84472.0
Women Clothes,Skirts,2022-04-01,-14821.113329961358
Women Clothes,Skirts,2022-05-01,-15099.609448411386
Women Clothes,Skirts,2022-06-01,-31755.885072708406
Women Clothes,Skirts,2022-07-01,-33903.330518653616
Women Clothes,Skirts,2022-08-01,-43119.73658523483
Women Clothes,Skirts,2022-09-01,-44974.29829516416
Women Clothes,Skirts,2022-10-01,-33896.482470000294
Women Clothes,Skirts,2022-11-01,-44361.22900169194
Women Clothes,Skirts,2022-12-01,24835.6345086581
Women Clothes,Skirts,2023-01-01,-26316.741237304304
Women Clothes,Skirts,2023-02-01,-23972.625375602845
Women Clothes,Skirts,2023-03-01,10601.10599851991
Women Clothes,Skirts,2023-04-01,-54516.24944974162
Women Clothes,Skirts,2023-05-01,-23344.53267992107
Women Clothes,Skirts,2023-06-01,-671.7163298473897
Women Clothes,Skirts,2023-07-01,-39201.17343056723
Women Clothes,Skirts,2023-08-01,-24322.26224114155
Women Clothes,Skirts,2023-09-01,-26839.548300699433
Women Clothes,Skirts,2023-10-01,-11568.916723026989
Women Clothes,Skirts,2023-11-01,2803.8979245683367
Women Clothes,Skirts,2023-12-01,45464.7679145234
Women Clothes,Skirts,2024-01-01,-31717.69212023263
Women Clothes,Skirts,2024-02-01,-14979.589908360933
Women Clothes,Skirts,2024-03-01,-75003.85772511731
Women Clothes,Skirts,2024-04-01,1311.2066337986616
Women Clothes,Skirts,2024-05-01,121053.39445676393
Women Clothes,Skirts,2024-06-01,66137.3351981153
Women Clothes,Skirts,2024-07-01,-66150.59856031337
Women Clothes,Skirts,2024-08-01,-4583.240646477192
Women Clothes,Skirts,2024-09-01,7208.119862705462
Women Clothes,Skirts,2024-10-01,21390.324916941667
Women Clothes,Skirts,2024-11-01,7170.035258423748
Women Clothes,Skirts,2024-12-01,63167.7473088181
Women Clothes,Skirts,2025-01-01,-61805.49564313784
Women Clothes,Skirts,2025-02-01,-18708.41628191037
Women Clothes,Skirts,2025-03-01,7168.644277584157
Women Clothes,Skirts,2025-04-01,-60.1422971070715
Women Clothes,Skirts,2025-05-01,-29134.73435008555
Women Clothes,Skirts,2025-06-01,-64907.96209757094
Women Clothes,Skirts,2025-07-01,-16160.407168400969
Women Clothes,Skirts,2025-08-01,-33889.374947447315
Women Clothes,Skirts,2025-09-01,29314.356558460044
Women Clothes,Skirts,2025-10-01,8647.003515563338
Women Clothes,Skirts,2025-11-01,-75142.3369098615
Women Clothes,Sleepwear & Pajamas,2022-03-01,296730.0
Women Clothes,Sleepwear & Pajamas,2022-04-01,-60817.34214376303
Women Clothes,Sleepwear & Pajamas,2022-05-01,-5320.991159435827
Women Clothes,Sleepwear & Pajamas,2022-06-01,-53645.070529088145
Women Clothes,Sleepwear & Pajamas,2022-07-01,-69356.69179523882
Women Clothes,Sleepwear & Pajamas,2022-08-01,-91578.039444945
Women Clothes,Sleepwear & Pajamas,2022-09-01,-174076.85270550952
Women Clothes,Sleepwear & Pajamas,2022-10-01,-209772.7260165628
Women Clothes,Sleepwear & Pajamas,2022-11-01,-187898.80211898737
Women Clothes,Sleepwear & Pajamas,2022-12-01,68686.15442274796
Women Clothes,Sleepwear & Pajamas,2023-01-01,-24568.584368673124
Women Clothes,Sleepwear & Pajamas,2023-02-01,-91222.71444440138
Women Clothes,Sleepwear & Pajamas,2023-03-01,148539.1492380143
Women Clothes,Sleepwear & Pajamas,2023-04-01,-249823.6642928869
Women Clothes,Sleepwear & Pajamas,2023-05-01,-173459.8564101461
Women Clothes,Sleepwear & Pajamas,2023-06-01,-141323.40496433765
Women Clothes,Sleepwear & Pajamas,2023-07-01,-130220.68547324534
Women Clothes,Sleepwear & Pajamas,2023-08-01,-126237.24560729763
Women Clothes,Sleepwear & Pajamas,2023-09-01,-118338.83936640609
Women Clothes,Sleepwear & Pajamas,2023-10-01,-106449.43821118031
Women Clothes,Sleepwear & Pajamas,2023-11-01,-21967.779716188787
Women Clothes,Sleepwear & Pajamas,2023-12-01,146716.48189464543
Women Clothes,Sleepwear & Pajamas,2024-01-01,8986.446923800104
Women Clothes,Sleepwear & Pajamas,2024-02-01,16651.805925932073
Women Clothes,Sleepwear & Pajamas,2024-03-01,-331317.9167660902
Women Clothes,Sleepwear & Pajamas,2024-04-01,-149716.64092287165
Women Clothes,Sleepwear & Pajamas,2024-05-01,247863.03696528624
Women Clothes,Sleepwear & Pajamas,2024-06-01,785937.4132762273
Women Clothes,Sleepwear & Pajamas,2024-07-01,-306492.9369586903
Women Clothes,Sleepwear & Pajamas,2024-08-01,-167880.71375723835
Women Clothes,Sleepwear & Pajamas,2024-09-01,-68915.0958860211
Women Clothes,Sleepwear & Pajamas,2024-10-01,-18426.970869325392
Women Clothes,Sleepwear & Pajamas,2024-11-01,-12708.301000620677
Women Clothes,Sleepwear & Pajamas,2024-12-01,-23827.545497523737
Women Clothes,Sleepwear & Pajamas,2025-01-01,-139063.8021923753
Women Clothes,Sleepwear & Pajamas,2025-02-01,-106832.47920584102
Women Clothes,Sleepwear & Pajamas,2025-03-01,-431073.0680266456
Women Clothes,Sleepwear & Pajamas,2025-04-01,39975.48121668934
Women Clothes,Sleepwear & Pajamas,2025-05-01,-21725.67317592207
Women Clothes,Sleepwear & Pajamas,2025-06-01,-130239.48143415865
Women Clothes,Sleepwear & Pajamas,2025-07-01,-61461.787815175485
Women Clothes,Sleepwear & Pajamas,2025-08-01,89265.92601323876
Women Clothes,Sleepwear & Pajamas,2025-09-01,-200263.47984458844
Women Clothes,Sleepwear & Pajamas,2025-10-01,60219.13206812195
Women Clothes,Sleepwear & Pajamas,2025-11-01,-78905.29638384911
Women Clothes,Socks & Stockings,2022-03-01,364665.0
Women Clothes,Socks & Stockings,2022-04-01,48201.626340733725
Women Clothes,Socks & Stockings,2022-05-01,-13287.971133293291
Women Clothes,Socks & Stockings,2022-06-01,-63170.709495156305
Women Clothes,Socks & Stockings,2022-07-01,-29828.552437434788
Women Clothes,Socks & Stockings,2022-08-01,153070.95643231395
Women Clothes,Socks & Stockings,2022-09-01,76681.07767467503
Women Clothes,Socks & Stockings,2022-10-01,-174896.6425808851
Women Clothes,Socks & Stockings,2022-11-01,-376650.7930524838
Women Clothes,Socks & Stockings,2022-12-01,-172944.71646063216
Women Clothes,Socks & Stockings,2023-01-01,5681.238083869801
Women Clothes,Socks & Stockings,2023-02-01,-28869.32310166536
Women Clothes,Socks & Stockings,2023-03-01,9661.552201540731
Women Clothes,Socks & Stockings,2023-04-01,-156126.62339158886
Women Clothes,Socks & Stockings,2023-05-01,-223733.39420637497
Women Clothes,Socks & Stockings,2023-06-01,-195969.9804016439
Women Clothes,Socks & Stockings,2023-07-01,-173436.42201009777
Women Clothes,Socks & Stockings,2023-08-01,118185.9868968564
Women Clothes,Socks & Stockings,2023-09-01,187671.75771519405
